Data export from TecQuipment CE2000

Data series 1

    Time   Pump 2       LT     Flow 
    81.80    4.000    3.745    2.970
    81.90    4.000    3.770    2.970
    82.00    4.000    3.790    2.975
    82.10    4.000    3.815    2.975
    82.20    4.000    3.840    2.975
    82.30    4.000    3.860    2.975
    82.40    4.000    3.885    2.975
    82.50    4.000    3.910    2.975
    82.60    4.000    3.935    2.970
    82.70    4.000    3.960    2.970
    82.80    4.000    3.985    2.970
    82.90    4.000    4.010    2.970
    83.00    4.000    4.035    2.970
    83.10    4.000    4.060    2.965
    83.20    4.000    4.085    2.965
    83.30    4.000    4.110    2.960
    83.40    4.000    4.140    2.960
    83.50    4.000    4.165    2.960
    83.60    4.000    4.190    2.955
    83.70    4.000    4.215    2.960
    83.80    4.000    4.245    2.960
    83.90    4.000    4.270    2.970
    84.00    4.000    4.295    2.965
    84.10    4.000    4.325    2.965
    84.20    4.000    4.350    2.970
    84.30    4.000    4.375    2.970
    84.40    4.000    4.400    2.970
    84.50    4.000    4.430    2.965
    84.60    4.000    4.450    2.970
    84.70    4.000    4.480    2.970
    84.80    4.000    4.510    2.970
    84.90    4.000    4.540    2.975
    85.00    4.000    4.570    2.980
    85.10    4.000    4.600    2.980
    85.20    4.000    4.630    2.985
    85.30    4.000    4.660    2.985
    85.40    4.000    4.690    2.980
    85.50    4.000    4.725    2.980
    85.60    4.000    4.750    2.980
    85.70    4.000    4.785    2.980
    85.80    4.000    4.810    2.985
    85.90    4.000    4.840    2.990
    86.00    4.000    4.870    2.990
    86.10    4.000    4.900    2.990
    86.20    4.000    4.930    2.990
    86.30    4.000    4.955    2.995
    86.40    4.000    4.985    2.995
    86.50    4.000    5.010    2.995
    86.60    4.000    5.035    2.995
    86.70    4.000    5.060    2.995
    86.80    4.000    5.080    3.000
    86.90    4.000    5.105    3.000
    87.00    4.000    5.130    3.000
    87.10    4.000    5.150    3.005
    87.20    4.000    5.175    3.000
    87.30    4.000    5.200    3.000
    87.40    4.000    5.220    3.000
    87.50    4.000    5.250    3.000
    87.60    4.000    5.275    3.000
    87.70    4.000    5.295    2.995
    87.80    4.000    5.320    3.000
    87.90    4.000    5.345    2.995
    88.00    4.000    5.375    2.995
    88.10    4.000    5.400    2.995
    88.20    4.000    5.420    3.000
    88.30    4.000    5.445    3.005
    88.40    4.000    5.470    3.005
    88.50    4.000    5.495    3.005
    88.60    4.000    5.520    3.005
    88.70    4.000    5.545    3.005
    88.80    4.000    5.570    3.005
    88.90    4.000    5.595    3.000
    89.00    4.000    5.620    3.005
    89.10    4.000    5.650    3.010
    89.20    4.000    5.675    3.010
    89.30    4.000    5.700    3.005
    89.40    4.000    5.725    3.005
    89.50    4.000    5.755    3.000
    89.60    4.000    5.780    2.995
    89.70    4.000    5.805    2.995
    89.80    4.000    5.830    2.995
    89.90    4.000    5.855    2.995
    90.00    4.000    5.880    2.995
    90.10    4.000    5.905    2.995
    90.20    4.000    5.930    2.995
    90.30    4.000    5.955    3.000
    90.40    4.000    5.980    3.000
    90.50    4.000    6.005    2.995
    90.60    4.000    6.030    2.995
    90.70    4.000    6.055    2.995
    90.80    4.000    6.080    2.995
    90.90    4.000    6.105    2.995
    91.00    4.000    6.130    2.995
    91.10    4.000    6.150    2.995
    91.20    4.000    6.175    2.990
    91.30    4.000    6.200    2.990
    91.40    4.000    6.220    2.990
    91.50    4.000    6.245    2.990
    91.60    4.000    6.265    2.995
    91.70    4.000    6.290    2.990
    91.80    4.000    6.310    2.995
    91.90    4.000    6.330    2.990
    92.00    4.000    6.350    2.990
    92.10    4.000    6.370    2.990
    92.20    4.000    6.390    2.990
    92.30    4.000    6.410    2.985
    92.40    4.000    6.430    2.985
    92.50    4.000    6.450    2.990
    92.60    4.000    6.470    2.990
    92.70    4.000    6.485    2.990
    92.80    4.000    6.510    2.990
    92.90    4.000    6.525    2.990
    93.00    4.000    6.545    2.990
    93.10    4.000    6.565    2.990
    93.20    4.000    6.585    2.990
    93.30    4.000    6.605    2.990
    93.40    4.000    6.625    2.990
    93.50    4.000    6.645    2.985
    93.60    4.000    6.665    2.980
    93.70    4.000    6.680    2.975
    93.80    4.000    6.700    2.970
    93.90    4.000    6.720    2.965
    94.00    4.000    6.740    2.960
    94.10    4.000    6.760    2.960
    94.20    4.000    6.780    2.965
    94.30    4.000    6.800    2.970
    94.40    4.000    6.825    2.970
    94.50    4.000    6.845    2.975
    94.60    4.000    6.865    2.980
    94.70    4.000    6.885    2.985
    94.80    4.000    6.905    2.990
    94.90    4.000    6.930    2.990
    95.00    4.000    6.950    2.990
    95.10    4.000    6.975    2.990
    95.20    4.000    7.000    2.990
    95.30    4.000    7.020    2.990
    95.40    4.000    7.045    2.990
    95.50    4.000    7.070    2.990
    95.60    4.000    7.090    2.990
    95.70    4.000    7.115    2.990
    95.80    4.000    7.140    2.990
    95.90    4.000    7.160    2.985
    96.00    4.000    7.180    2.985
    96.10    4.000    7.200    2.975
    96.20    4.000    7.215    2.980
    96.30    4.000    7.230    2.980
    96.40    4.000    7.240    2.975
    96.50    4.000    7.245    2.980
    96.60    4.000    7.255    2.980
    96.70    4.000    7.260    2.975
    96.80    4.000    7.260    2.980
    96.90    4.000    7.265    2.975
    97.00    4.000    7.265    2.970
    97.10    4.000    7.270    2.975
    97.20    4.000    7.270    2.975
    97.30    4.000    7.270    2.975
    97.40    4.000    7.275    2.970
    97.50    4.000    7.275    2.970
    97.60    4.000    7.275    2.975
    97.70    4.000    7.275    2.975
    97.80    4.000    7.275    2.980
    97.90    4.000    7.275    2.980
    98.00    4.000    7.280    2.970
    98.10    4.000    7.275    2.970
    98.20    4.000    7.280    2.970
    98.30    4.000    7.280    2.970
    98.40    4.000    7.275    2.975
    98.50    4.000    7.280    2.970
    98.60    4.000    7.280    2.970
    98.70    4.000    7.280    2.970
    98.80    4.000    7.280    2.970
    98.90    4.000    7.280    2.970
    99.00    4.000    7.280    2.975
    99.10    4.000    7.280    2.975
    99.20    4.000    7.280    2.975
    99.30    4.000    7.280    2.980
    99.40    4.000    7.280    2.975
    99.50    4.000    7.280    2.975
    99.60    4.000    7.280    2.975
    99.70    4.000    7.280    2.970
    99.80    4.000    7.280    2.970
    99.90    4.000    7.280    2.975
   100.00    4.000    7.280    2.980
   100.10    4.000    7.280    2.975
   100.20    4.000    7.280    2.970
   100.30    4.000    7.280    2.970
   100.40    4.000    7.280    2.970
   100.50    4.000    7.280    2.965
   100.60    4.000    7.280    2.965
   100.70    4.000    7.280    2.965
   100.80    4.000    7.280    2.970
   100.90    4.000    7.280    2.970
   101.00    4.000    7.280    2.980
   101.10    4.000    7.280    2.980
   101.20    4.000    7.280    2.985
   101.30    4.000    7.280    2.985
   101.40    4.000    7.280    2.990
   101.50    4.000    7.280    2.990
   101.60    4.000    7.280    2.990
   101.70    4.000    7.280    2.990
   101.80    4.000    7.280    2.990
   101.90    4.000    7.280    2.990
   102.00    4.000    7.280    2.985
   102.10    4.000    7.280    2.980
   102.20    4.000    7.280    2.975
   102.30    4.000    7.280    2.975
   102.40    4.000    7.280    2.975
   102.50    4.000    7.280    2.970
   102.60    4.000    7.280    2.970
   102.70    4.000    7.280    2.970
   102.80    4.000    7.280    2.970
   102.90    4.000    7.280    2.970
   103.00    4.000    7.280    2.975
   103.10    4.000    7.280    2.975
   103.20    4.000    7.280    2.975
   103.30    4.000    7.280    2.975
   103.40    4.000    7.280    2.975
   103.50    4.000    7.280    2.980
   103.60    4.000    7.280    2.975
   103.70    4.000    7.280    2.980
   103.80    4.000    7.280    2.985
   103.90    4.000    7.280    2.980
   104.00    4.000    7.280    2.975
   104.10    4.000    7.280    2.970
   104.20    4.000    7.280    2.975
   104.30    4.000    7.280    2.975
   104.40    4.000    7.280    2.975
   104.50    4.000    7.280    2.975
   104.60    4.000    7.275    2.975
   104.70    4.000    7.275    2.975
   104.80    4.000    7.275    2.970
   104.90    4.000    7.275    2.975
   105.00    4.000    7.275    2.975
   105.10    4.000    7.275    2.975
   105.20    4.000    7.275    2.980
   105.30    4.000    7.275    2.985
   105.40    4.000    7.270    2.985
   105.50    4.000    7.270    2.985
   105.60    4.000    7.270    2.985
   105.70    4.000    7.270    2.985
   105.80    4.000    7.270    2.985
   105.90    4.000    7.270    2.990
   106.00    4.000    7.270    2.990
   106.10    4.000    7.270    2.990
   106.20    4.000    7.265    2.995
   106.30    4.000    7.265    2.995
   106.40    4.000    7.265    2.990
   106.50    4.000    7.265    2.990
   106.60    4.000    7.260    2.990
   106.70    4.000    7.260    2.990
   106.80    4.000    7.260    2.985
   106.90    4.000    7.260    2.985
   107.00    4.000    7.260    2.985
   107.10    4.000    7.255    2.985
   107.20    4.000    7.255    2.985
   107.30    4.000    7.255    2.985
   107.40    4.000    7.250    2.990
   107.50    4.000    7.250    2.985
   107.60    4.000    7.250    2.985
   107.70    4.000    7.245    2.990
   107.80    4.000    7.245    2.995
   107.90    4.000    7.245    2.995
   108.00    4.000    7.245    2.990
   108.10    4.000    7.240    2.985
   108.20    4.000    7.240    2.985
   108.30    4.000    7.240    2.985
   108.40    4.000    7.235    2.985
   108.50    4.000    7.235    2.985
   108.60    4.000    7.230    2.985
   108.70    4.000    7.225    2.985
   108.80    4.000    7.225    2.985
   108.90    4.000    7.225    2.985
   109.00    4.000    7.225    2.990
   109.10    4.000    7.220    2.990
   109.20    4.000    7.220    2.995
   109.30    4.000    7.215    2.995
   109.40    4.000    7.215    2.990
   109.50    4.000    7.210    2.990
   109.60    4.000    7.210    2.990
   109.70    4.000    7.205    2.990
   109.80    4.000    7.205    2.990
   109.90    4.000    7.205    2.995
   110.00    4.000    7.200    2.990
   110.10    4.000    7.195    2.995
   110.20    4.000    7.195    2.995
   110.30    4.000    7.190    3.000
   110.40    4.000    7.190    3.000
   110.50    4.000    7.185    3.005
   110.60    4.000    7.180    3.000
   110.70    4.000    7.175    3.000
   110.80    4.000    7.170    3.000
   110.90    4.000    7.170    2.995
   111.00    4.000    7.165    2.995
   111.10    4.000    7.160    2.995
   111.20    4.000    7.155    3.000
   111.30    4.000    7.155    3.000
   111.40    4.000    7.150    3.010
   111.50    4.000    7.145    3.015
   111.60    4.000    7.140    3.015
   111.70    4.000    7.135    3.010
   111.80    4.000    7.130    3.010
   111.90    4.000    7.125    3.010
   112.00    4.000    7.120    3.010
   112.10    4.000    7.120    3.005
   112.20    4.000    7.110    3.010
   112.30    4.000    7.105    3.010
   112.40    4.000    7.105    3.010
   112.50    4.000    7.100    3.010
   112.60    4.000    7.095    3.010
   112.70    4.000    7.090    3.015
   112.80    4.000    7.080    3.010
   112.90    4.000    7.080    3.010
   113.00    4.000    7.070    3.005
   113.10    4.000    7.070    3.005
   113.20    4.000    7.060    3.005
   113.30    4.000    7.055    3.005
   113.40    4.000    7.050    3.000
   113.50    4.000    7.040    3.005
   113.60    4.000    7.035    3.010
   113.70    4.000    7.030    3.010
   113.80    4.000    7.025    3.015
   113.90    4.000    7.015    3.015
   114.00    4.000    7.010    3.015
   114.10    4.000    7.005    3.015
   114.20    4.000    7.000    3.015
   114.30    4.000    6.995    3.015
   114.40    4.000    6.990    3.015
   114.50    4.000    6.985    3.010
   114.60    4.000    6.980    3.005
   114.70    4.000    6.970    3.005
   114.80    4.000    6.965    3.010
   114.90    4.000    6.960    3.000
   115.00    4.000    6.955    3.000
   115.10    4.000    6.950    2.995
   115.20    4.000    6.940    2.995
   115.30    4.000    6.935    2.995
   115.40    4.000    6.930    2.990
   115.50    4.000    6.925    2.985
   115.60    4.000    6.920    2.985
   115.70    4.000    6.915    2.985
   115.80    4.000    6.905    2.990
   115.90    4.000    6.900    2.995
   116.00    4.000    6.895    2.995
   116.10    4.000    6.885    2.990
   116.20    4.000    6.880    2.995
   116.30    4.000    6.875    2.990
   116.40    4.000    6.870    2.990
   116.50    4.000    6.865    2.995
   116.60    4.000    6.860    3.000
   116.70    4.000    6.850    3.000
   116.80    4.000    6.845    3.005
   116.90    4.000    6.840    3.005
   117.00    4.000    6.835    3.005
   117.10    4.000    6.830    3.005
   117.20    4.000    6.825    2.995
   117.30    4.000    6.815    2.995
   117.40    4.000    6.810    2.995
   117.50    4.000    6.805    2.990
   117.60    4.000    6.800    2.990
   117.70    4.000    6.790    2.995
   117.80    4.000    6.785    2.995
   117.90    4.000    6.780    2.995
   118.00    4.000    6.775    3.000
   118.10    4.000    6.770    3.000
   118.20    4.000    6.760    3.000
   118.30    4.000    6.755    2.995
